solution	O
,	O
especially	O
in	O
some	O
developing	O
countries	O
like	O
Vietnam	O
or	O
China	O
,	O
with	O
the	O
ever-growing	O
demand	O
for	O
job	O
or	O
education	O
.	O
__END_PARAGRAPH__	O
__END_ESSAY__	O
Qualification	O
is	O
still	O
the	O
fundamental	O
determinant	O
of	O
an	O
employee	O
's	O
competency	O
of	O
their	O
jobs	O
__END_PARAGRAPH__	O
With	O
the	O
increased	O
educational	O
level	O
of	O
workforce	O
,	O
there	O
are	O
growing	O
number	O
of	O
employers	O
seeking	O
criteria	O
other	O
than	O
qualifications	O
such	O
as	O
social	O
skills	O
in	O
their	O
employee	O
selection	O
process	O
.	O
However	O
,	O
some	O
employers	O
still	O
believe	O
that	O
qualifications	O
should	O
be	O
the	O
most	O
paramount	O
criterion	O
.	O
The	O
essay	O
intends	O
to	O
explore	O
both	O
sides	O
of	O
arguments	O
and	O
also	O
present	O
my	O
own	O
opinion	O
.	O
__END_PARAGRAPH__	O
Firstly	O
,	O
some	O
people	O
suggest	O
that	O
qualification	B
should	I
be	I
the	I
foremost	I
measurement	I
to	I
determine	I
the	I
value	I
of	I
a	I
employer	I
.	I
It	B
is	I
of	I
importance	I
that	I
workers	I
should	I
be	I
well	I
educated	I
and	I
trained	I
to	I
perform	I
duties	I
of	I
their	I
job	I
.	I
Specifically	O
,	O
people	B
who	I
work	I
in	I
professional	I
fields	I
such	I
as	I
medicals	I
are	I
required	I
to	I
have	I
a	I
university	I
degree	I
and	I
years	I
of	I
experience	I
.	I
Social	B
skills	I
seem	I
to	I
be	I
less	I
important	I
as	I
they	I
can	I
not	I
contribute	I
to	I
the	I
success	I
of	I
a	I
surgery	I
.	I
__END_PARAGRAPH__	O
On	O
the	O
other	O
hand	O
,	O
it	O
is	O
no	O
doubt	O
that	O
the	B
importance	I
of	I
social	I
skills	I
have	I
been	I
recognized	I
by	I
increasing	I
number	I
of	I
employers	I
.	I
It	O
is	O
because	O
people	B
nowadays	I
are	I
required	I
to	I
work	I
as	I
a	I
team	I
in	I
their	I
jobs	I
frequently	I
.	I
Interpersonal	B
skill	I
plays	I
an	I
essential	I
role	I
in	I
helping	I
colleagues	I
to	I
cooperate	I
with	I
each	I
other	I
,	I
especially	I
when	I
conflicts	I
arise	I
.	I
Better	B
social	I
skills	I
allow	I
them	I
to	I
resolve	I
disagreements	I
in	I
a	I
much	I
more	I
harmony	I
way	I
.	I
Besides	I
,	O
organization	B
have	I
been	I
transformed	I
to	I
customers	I
oriented	I
.	I
Excellent	B
social	I
skills	I
can	I
help	I
employees	I
maintain	I
strong	I
relationship	I
with	I
their	I
clients	I
which	I
thus	I
lead	I
to	I
a	I
better	I
customer	I
satisfaction	I
.	I
__END_PARAGRAPH__	O
To	O
my	O
view	O
,	O
I	O
incline	O
to	O
believe	O
qualification	B
is	I
still	I
the	I
fundamental	I
determinant	I
of	I
an	I
employee	I
's	I
competency	I
of	I
their	I
jobs	I
.	I
Yet	I
,	O
the	B
importance	I
of	I
social	I
skills	I
should	I
not	I
be	I
neglected	I
as	I
those	I
skills	I
can	I
help	I
one	I
to	I
perform	I
their	I
job	I
effectiveness	I
and	I
efficiency	I
by	I
facilitating	I
interaction	I
and	I
communication	I
with	I
others	I
.	I
__END_PARAGRAPH__	O
__END_ESSAY__	O
The	O
government	O
should	O
allocate	O
more	O
funds	O
to	O
public	O
services	O
instead	O
of	O
arts	O
__END_PARAGRAPH__	O
The	O
issue	O
of	O
governmental	O
financing	O
provision	O
to	O
aesthetic	O
features	O
in	O
the	O
society	O
has	O
sparked	O
a	O
heated	O
debate	O
.	O
While	O
some	O
argue	O
that	O
the	O
budget	O
allocation	O
to	O
the	O
arts	O
is	O
waste	O
of	O
national	O
resources	O
and	O
the	O
money	O
should	O
instead	O
be	O
spent	O
on	O
public	O
services	O
,	O
I	O
contend	O
that	O
this	B
investment	I
in	I
field	I
of	I
the	I
arts	I
would	I
be	I
in	I
the	I
best	I
interest	I
of	I
a	I
society	I
.	I
__END_PARAGRAPH__	O
First	O
of	O
all	O
,	O
there	O
is	O
no	O
doubt	O
that	O
governments	B
are	I
liable	I
for	I
providing	I
societies	I
with	I
appropriate	I
public	I
services	I
and	I
adequate	I
facilities	I
in	I
an	I
efficient	I
way	I
.	I
Admittedly	O
,	O
no	B
one	I
should	I
suffer	I
from	I
any	I
sort	I
of	I
deficiency	I
in	I
field	I
of	I
health	I
,	I
education	I
,	I
transportation	I
and	I
communication	I
.	I
However	O
,	O
these	B
could	I
only	I
help	I
individuals	I
with	I
their	I
physical	I
requirements	I
.	I
There	B
is	I
also	I
a	I
burden	I
on	I
the	I
government	I
to	I
highly	I
concern	I
about	I
the	I
people	I
mental	I
health	I
initiatives	I
which	I
would	I
be	I
unconsciously	I
or	I
sensibly	I
provided	I
by	I
the	I
arts	I
.	I
__END_PARAGRAPH__	O
On	O
top	O
of	O
this	O
,	O
the	B
arts	I
play	I
a	I
pivotal	I
role	I
in	I
all-round	I
development	I
of	I
a	I
society	I
.	I
No	B
developed	I
country	I
could	I
be	I
named	I
that	I
music	I
,	I
painting	I
,	I
literature	I
and	I
other	I
fields	I
of	I
arts	I
are	I
out	I
of	I
its	I
government	I
consideration	I
.	I
Enriching	B
people	I
's	I
life	I
and	I
enlightening	I
their	I
thoughts	I
,	I
the	I
arts	I
basically	I
affect	I
the	I
enhancement	I
of	I
societies	I
in	I
many	I
positive	I
ways	I
.	I
__END_PARAGRAPH__	O
Furthermore	O
,	O
investing	B
in	I
art	I
could	I
bring	I
employment	I
opportunities	I
and	I
could	I
end	I
in	I
return	I
of	I
capital	I
occasionally	I
.	I
The	B
investment	I
could	I
be	I
paid	I
back	I
through	I
the	I
values	I
of	I
the	I
created	I
works	I
of	I
art	I
which	I
as	I
a	I
matter	I
of	I
fact	I
should	I
be	I
considered	I
as	I
national	I
possessions	I
.	I
__END_PARAGRAPH__	O
To	O
sum	O
up	O
,	O
not	B
only	I
could	I
investing	I
in	I
art	I
be	I
considered	I
as	I
wasting	I
money	I
at	I
any	I
kind	I
,	I
but	O
also	O
it	B
would	I
enriches	I
the	I
culture	I
of	I
the	I
society	I
and	I
governments	I
and	I
individuals	I
would	I
benefit	I
from	I
it	I
in	I
multiple	I
ways	I
.	I
__END_PARAGRAPH__	O
__END_ESSAY__	O
Improve	O
roads	O
or	O
public	O
transports	O
__END_PARAGRAPH__	O
Many	O
people	O
think	O
that	O
governments	O
should	O
spend	O
money	O
on	O
improving	O
roads	O
and	O
highways	O
while	O
the	O
others	O
say	O
that	O
it	O
would	O
be	O
better	O
to	O
spend	O
money	O
on	O
public	O
transportation	O
.	O
In	O
my	O
opinion	O
,	O
governments	B
should	I
certainly	I
spend	I
money	I
on	I
the	I
public	I
transportation	I
system	I
because	O
it	B
would	I
deal	I
with	I
problems	I
that	I
the	I
rising	I
number	I
of	I
private	I
cars	I
is	I
creating	I
.	I
__END_PARAGRAPH__	O
First	O
,	O
the	B
using	I
of	I
public	I
transportation	I
reduces	I
the	I
amount	I
of	I
resources	I
using	I
on	I
transportation	I
.	I
Cars	B
depend	I
on	I
gasoline	I
,	I
which	I
is	I
a	I
non-renewable	I
resource	I
.	I
Therefore	O
,	O
the	B
more	I
cars	I
we	I
use	I
means	I
that	I
the	I
faster	I
gasoline	I
in	I
this	I
world	I
is	I
used	I
up	I
.	I
In	O
the	O
contrary	O
,	O
if	B
the	I
public	I
transportation	I
is	I
efficiently	I
used	I
,	I
the	I
amount	I
of	I
gasoline	I
consuming	I
per	I
person	I
will	I
be	I
much	I
lower	I
.	I
And	O
this	B
definitely	I
helps	I
to	I
reserve	I
our	I
invaluable	I
natural	I
resource	I
,	I
gasoline	I
.	I
__END_PARAGRAPH__	O
Second	O
,	O
public	B
transportation	I
helps	I
to	I
solve	I
the	I
air	I
pollution	I
problems	I
.	I
Averagely	O
,	O
public	B
transports	I
use	I
much	I
less	I
gasoline	I
to	I
carry	I
people	I
than	I
private	I
cars	I
.	I
It	B
means	I
that	I
by	I
using	I
public	I
transports	I
,	I
the	I
less	I
gas	I
exhaust	I
is	I
pumped	I
to	I
the	I
air	I
and	I
people	I
will	I
no	I
longer	I
have	I
to	I
bear	I
the	I
stuffy	I
situation	I
on	I
the	I
roads	I
,	I
which	I
is	I
always	I
full	I
of	I
fumes	I
.	I
__END_PARAGRAPH__	O
Last	O
but	O
not	O
least	O
,	O
using	B
public	I
transportation	I
is	I
much	I
safer	I
than	I
private	I
transportation	I
.	I
According	B
to	I
National	I
Safety	I
Council	I
,	I
riding	I
the	I
bus	I
is	I
over	I
170	I
times	I
safer	I
than	I
private	I
care	I
.	I
Thus	O
there	B
is	I
no	I
reason	I
that	I
governments	I
should	I
hesitate	I
to	I
invest	I
in	I
public	I
transportation	I
,	I
a	I
healthy	I
,	I
safe	I
and	I
economical	I
way	I
of	I
transporting	I
.	I
__END_PARAGRAPH__	O
In	O
short	O
,	O
I	O
can	O
say	O
for	O
certain	O
that	O
spending	B
money	I
on	I
improving	I
public	I
transportation	I
is	I
necessary	I
because	O
it	B
is	I
the	I
key	I
to	I
protect	I
our	I
world	I
,	I
creating	I
a	I
healthy	I
and	I
safe	I
environment	I
for	I
people	I
to	I
live	I
in	I
.	I
__END_PARAGRAPH__	O
__END_ESSAY__	O
In	O
personal	O
live	O
,	O
we	O
have	O
some	O
responsibilities	O
towards	O
other	O
people	O
__END_PARAGRAPH__	O
People	O
should	O
sometimes	O
do	O
things	O
,	O
even	O
though	O
they	O
do	O
n't	O
enjoy	O
it	O
.	O
This	O
is	O
basic	O
part	O
of	O
the	O
lives	O
.	O
There	O
may	O
be	O
small	O
or	O
big	O
things	O
,	O
but	O
at	O
last	O
people	O
should	O
accept	O
them	O
,	O
because	O
most	O
of	O
them	O
is	O
about	O
responsibilities	O
.	O
Moreover	O
,	O
sometimes	O
by	O
doing	O
things	O
helps	O
the	O
people	O
learn	O
about	O
live	O
.	O
In	O
this	O
essay	O
,	O
the	O
reasons	O
for	O
why	O
I	O
agree	O
that	O
people	B
should	I
sometimes	I
do	I
things	I
that	I
they	I
do	I
not	I
enjoy	I
doing	O
will	O
be	O
explored	O
.	O
__END_PARAGRAPH__	O
Firstly	O
,	O
most	B
people	I
's	I
lives	I
are	I
filled	I
with	I
tasks	I
that	I
they	I
do	I
n't	I
enjoy	I
doing.In	B
personal	I
live	I
,	I
we	I
have	I
some	I
responsibilities	I
towards	I
to	I
other	I
people	I
,	I
there	I
is	I
nobody	I
who	I
likes	I
all	I
of	I
these	I
responsibilities	I
.	I
For	O
instance	O
,	O
housework	B
is	I
very	I
difficult	I
for	I
me	I
,	I
although	I
my	I
husband	I
helps	I
me	I
some	I
of	I
them	I
,	I
but	I
it	I
is	I
my	I
responsibility	I
.	I
I	O
really	B
do	I
n't	I
like	I
any	I
of	I
them	I
,	I
however	I
I	I
should	I
do	I
.	I
__END_PARAGRAPH__	O
Secondly	O
,	O
professional	B
lives	I
are	I
filled	I
with	I
tasks	I
that	I
is	I
neccessary	I
parts	I
of	I
the	I
jobs	I
.	I
Nobody	I
likes	I
attending	I
boring	I
conferences	I
,	I
or	I
working	I
a	I
person	I
who	I
is	I
n't	I
well	I
in	I
with	I
anyone	I
.	I
I	I
'm	B
a	I
research	I
asistant	I
at	I
a	I
university	I
,	I
and	I
as	I
any	I
of	I
the	I
univesity	I
in	I
ours	I
we	I
have	I
a	I
professor	I
who	I
is	I
n't	I
good	I
at	I
human	I
relationships	I
,	I
most	I
of	I
the	I
asistans	I
do	I
n't	I
enjoy	I
to	I
talk	I
with	I
him	I
about	I
any	I
situation	I
,	I
although	I
we	I
have	I
to	I
ask	I
about	I
his	I
field	I
.	I
__END_PARAGRAPH__	O
Thirdly	I
,	O
doing	B
something	I
which	I
an	I
individual	I
does	I
n't	I
enjoy	I
can	I
led	I
to	I
enjoyment	I
.	I
People	I
sometimes	I
can	I
attend	I
any	I
activities	I
by	I
insisting	I
on	I
any	I
of	I
their	I
friends	I
although	I
they	I
do	I
n't	I
really	I
want	I
.	I
For	O
example	O
,	O
one	O
of	B
our	I
friends	I
tell	I
my	I
husband	I
and	I
me	I
about	I
a	I
dance	I
course	I
which	I
we	I
both	I
do	I
n't	I
like	I
.	I
After	B
insisting	I
on	I
some	I
of	I
our	I
friends	I
,	I
we	I
attended	I
,	I
and	I
got	I
really	I
enjoyable	I
time	I
,	I
we	I
continued	I
the	I
course	I
about	I
six	I
months	I
although	I
most	I
of	I
our	I
friends	I
left	I
the	I
course	I
after	I
a	I
month	I
.	I
__END_PARAGRAPH__	O
Nobody	I
has	O
a	O
life	O
with	O
a	O
lot	O
of	O
fun	O
;	O
there	B
are	I
sometimes	I
unpleasant	I
and	I
boring	I
parts	I
which	I
is	I
not	I
liked	I
by	I
anyone	I
,	I
but	I
most	I
of	I
them	I
are	I
about	I
responsibilities	I
which	I
is	I
the	I
part	I
of	I
individual	I
's	I
live	I
.	I
__END_PARAGRAPH__	O
__END_ESSAY__	O
Studying	O
alone	O
or	O
in	O
a	O
group	O
__END_PARAGRAPH__	O
When	O
I	O
found	O
the	O
chance	O
of	O
studying	O
in	O
a	O
group	O
with	O
my	O
classmates	O
,	O
I	O
wished	O
I	O
can	O
go	O
back	O
in	O
time	O
and	O
took	O
all	O
my	O
exams	O
again	O
.	O
I	B
personally	I
prefer	I
studying	I
in	I
a	I
group	I
due	I
to	I
these	I
noticeable	I
features	I
,	I
getting	I
help	I
from	I
other	I
students	I
,	I
improving	I
my	I
attitude	I
for	I
learning	I
,	I
managing	I
my	I
time	I
in	I
an	I
effective	I
way	I
.	I
__END_PARAGRAPH__	O
When	B
pupils	I
make	I
a	I
group	I
for	I
studying	I
,	I
all	I
member	I
of	I
group	I
have	I
the	I
same	I
chance	I
to	I
help	I
each	I
other	I
.	I
They	B
can	I
work	I
together	I
for	I
understanding	I
the	I
complicated	I
aspect	I
of	I
a	I
course	I
.	I
For	O
example	O
,	O
when	B
a	I
group	I
faces	I
with	I
complex	I
math	I
problem	I
,	I
they	I
can	I
share	I
their	I
opinions	I
to	I
solve	I
it	I
.	I
In	O
addition	O
,	O
such	B
a	I
remarkable	I
effect	I
has	I
incorporation	I
that	I
all	I
students	I
can	I
improve	I
their	I
weak	I
points	I
in	I
a	I
group	I
.	I
__END_PARAGRAPH__	O
Increasing	B
the	I
motivation	I
and	I
competence	I
spirit	I
are	I
another	I
benefit	I
of	I
group-studying	I
.	I
In	B
a	I
group	I
of	I
student	I
,	I
the	I
best	I
of	I
those	I
always	I
encourages	I
others	I
to	I
study	I
harder	I
.	I
Besides	O
,	O
pupils	B
often	I
have	I
a	I
tangible	I
competence	I
in	I
order	I
that	I
they	I
can	I
get	I
the	I
highest	I
grade	I
in	I
a	I
group	I
.	I
Clearly	O
,	O
better	B
learning	I
is	I
one	I
of	I
noticeable	I
result	I
of	I
these	I
competences	I
and	I
encouragements	I
.	I
__END_PARAGRAPH__	O
When	B
the	I
students	I
study	I
with	I
their	I
friends	I
,	I
they	I
should	I
have	I
schedule	I
to	I
use	I
their	I
time	I
in	I
an	I
effective	I
manner	I
.	I
Group-studying	I
causes	I
some	I
kind	I
of	I
internal	I
obligation	I
to	I
manage	I
the	I
time	I
,	I
inasmuch	I
as	I
we	I
always	I
care	I
about	I
other	I
people	I
and	I
we	I
do	I
not	I
want	I
to	I
waste	I
their	I
time	I
.	I
Therefore	I
,	O
time	B
management	I
is	I
another	I
brilliant	I
benefit	I
of	I
group-studying	I
.	I
__END_PARAGRAPH__	O
In	O
conclusion	O
,	O
I	O
strongly	B
prefer	I
studying	I
in	I
a	I
group	I
of	I
my	I
friends	I
because	I
of	I
some	I
important	I
opportunities	I
gaining	I
with	I
this	I
activity	I
.	I
I	I
can	B
receive	I
some	I
helps	I
from	I
other	I
student	I
as	I
well	I
as	I
improving	I
my	I
learning	I
skills	I
,	I
also	I
managing	I
of	I
time	I
is	I
another	I
achievements	I
of	I
group-studying	I
.	I
Now	O
,	O
it	O
is	O
time	O
to	O
start	O
without	O
any	O
regret	O
from	O
my	O
previous	O
exams	O
.	O
__END_PARAGRAPH__	O
__END_ESSAY__	O
Experiences	O
that	O
have	O
shaped	O
your	O
outlook	O
and	O
the	O
way	O
you	O
live	O
__END_PARAGRAPH__	O
Many	B
circumstances	I
that	I
I	I
experienced	I
change	I
the	I
way	I
I	I
think	I
.	I
There	B
are	I
many	I
experiences	I
that	I
are	I
improve	I
my	I
life	I
in	I
many	I
way	I
.	I
For	O
example	O
,	O
I	B
could	I
improve	I
the	I
way	I
that	I
I	I
solve	I
problems	I
,	I
improve	I
how	I
I	I
take	I
care	I
of	I
my	I
health	I
,	I
and	I
improve	I
to	I
plan	I
my	I
life	I
for	I
future	I
.	I
I	O
will	O
give	O
reasons	O
to	O
support	O
my	O
opinion	O
.	O
__END_PARAGRAPH__	O
To	O
begin	O
with	O
,	O
studying	B
in	I
university	I
taught	I
me	I
to	I
be	I
more	I
prudent	I
person	I
to	I
solve	I
problems	I
.	I
For	O
example	O
,	O
in	B
math	I
class	I
,	I
the	I
way	I
that	I
we	I
learnt	I
to	I
find	I
an	I
answer	I
by	I
doing	I
step	I
by	I
step	I
.	I
Start	B
with	I
find	I
cause	I
of	I
problem	I
and	I
the	I
way	I
to	I
do	I
research	I
to	I
solve	I
the	I
problem	I
.	I
I	B
could	I
adapt	I
this	I
method	I
to	I
use	I
my	I
real	I
life	I
.	I
When	B
I	I
want	I
to	I
go	I
to	I
somewhere	I
,	I
I	I
try	I
to	I
find	I
the	I
way	I
to	I
reach	I
to	I
destination	I
.	I
Which	B
ways	I
are	I
shortest	I
and	I
which	I
ways	I
are	I
less	I
consume	I
my	I
time	I
.	I
I	B
could	I
find	I
a	I
better	I
way	I
to	I
solve	I
problems	I
.	I
__END_PARAGRAPH__	O
Secondly	O
,	O
Some	B
experiences	I
could	I
teach	I
me	I
the	I
way	I
to	I
take	I
care	I
of	I
myself	I
.	I
For	O
instance	O
,	O
reading	B
and	I
listening	I
the	I
news	I
about	I
choosing	I
a	I
good	I
diet	I
are	I
the	I
way	I
to	I
keep	I
myself	I
are	I
more	I
healthy	I
.	I
Thus	O
,	O
I	B
am	I
always	I
buy	I
a	I
quality	I
food	I
such	I
as	I
organic	I
food	I
.	I
This	B
food	I
are	I
not	I
have	I
chemical	I
.	I
So	O
that	O
,	O
I	B
can	I
have	I
a	I
good	I
health	I
.	I
This	B
experience	I
teach	I
me	I
to	I
aware	I
my	I
health	I
.	I
__END_PARAGRAPH__	O
Lastly	O
,	O
experiences	B
are	I
also	I
change	I
to	I
plan	I
for	I
my	I
future	I
life	I
.	I
For	O
example	O
,	O
I	B
read	I
about	I
saving	I
money	I
for	I
my	I
retire	I
is	I
a	I
good	I
plan	I
for	I
my	I
life	I
.	I
Consequently	O
,	O
I	B
start	I
changing	I
myself	I
from	I
spending	I
many	I
thing	I
that	I
I	I
want	I
to	I
saving	I
money	I
for	I
my	I
entire	I
life	I
.	I
This	B
experience	I
change	I
me	I
to	I
concern	I
about	I
making	I
plan	I
for	I
my	I
future	I
life	I
.	I
__END_PARAGRAPH__	O
In	O
conclusion	O
,	O
experiences	B
that	I
shape	I
my	I
thinking	I
and	I
the	I
way	I
to	I
live	I
my	I
life	I
are	I
teach	I
me	I
to	I
be	I
a	I
better	I
person	I
.	I
Because	O
I	B
could	I
find	I
a	I
better	I
way	I
to	I
solve	I
problems	I
.	I
Besides	O
,	O
experiences	B
could	I
shape	I
me	I
to	I
be	I
more	I
aware	I
about	I
my	I
health	I
.	I
Moreover	O
,	O
these	B
experiences	I
could	I
make	I
me	I
to	I
make	I
plan	I
for	I
my	I
future	I
life	I
.	I
These	B
experiences	I
taught	I
me	I
to	I
change	I
my	I
life	I
to	I
be	I
a	I
better	I
person	I
.	I
__END_PARAGRAPH__	O
__END_ESSAY__	O
Haste	O
makes	O
waste	O
__END_PARAGRAPH__	O
This	O
saying	O
is	O
stating	O
that	O
every	B
fast	I
and	I
not	I
well	I
thought	I
decision	I
is	I
a	I
wasted	I
one	I
.	I
In	O
my	O
opinion	O
,	O
this	O
statement	O
is	O
completely	O
true	O
,	O
for	O
these	O
few	O
reasons	O
:	O
__END_PARAGRAPH__	O
For	O
one	O
thing	O
,	O
making	B
a	I
quick	I
decision	I
means	I
that	I
it	I
's	I
not	I
very	I
thought	I
out	I
,	I
and	I
that	I
it	I
has	I
n't	I
been	I
checked	I
from	I
all	I
its	I
aspects	I
.	I
Consequently	O
,	O
making	B
quick	I
decisions	I
leads	I
to	I
probable	I
bad	I
results	I
.	I
For	O
example	O
:	O
if	B
someone	I
decided	I
to	I
quit	I
his	I
job	I
without	I
really	I
thinking	I
about	I
the	I
alternative	I
,	I
or	I
a	I
plan	I
B	I
,	I
he	I
could	I
end	I
up	I
being	I
unemployed	I
,	I
because	I
of	I
his	I
speedy	I
decision	I
.	I
__END_PARAGRAPH__	O
In	O
addition	O
,	O
making	B
a	I
rushed	I
decision	I
could	I
also	I
mean	I
that	I
the	I
person	I
is	I
missing	I
out	I
on	I
a	I
potential	I
opportunity	I
.	I
In	O
another	O
word	O
,	O
if	B
this	I
person	I
had	I
waited	I
and	I
thought	I
his	I
decision	I
through	I
he	I
would	I
n't	I
have	I
missed	I
out	I
on	I
the	I
job	I
opening	I
in	I
the	I
same	I
firm	I
,	I
but	I
at	I
a	I
different	I
position	I
.	I
Hence	O
,	O
he	B
would	I
n't	I
have	I
been	I
unemployed	I
.	I
__END_PARAGRAPH__	O
Not	O
to	O
mention	O
,	O
that	O
hasty	B
decisions	I
,	I
not	I
only	I
goes	I
to	I
waste	I
,	I
but	I
also	I
,	I
could	I
affect	I
the	I
entire	I
life	I
of	I
the	I
person	I
.	I
To	B
put	I
it	I
differently	I
,	I
is	I
that	I
after	I
this	I
person	I
has	I
quit	I
his	I
job	I
and	I
became	I
unemployed	I
,	I
he	I
can	I
no	I
longer	I
pay	I
his	I
bills	I
nor	I
buy	I
what	I
he	I
needs	I
for	I
his	I
everyday	I
needs	I
,	I
thus	O
,	O
his	B
life	I
had	I
taken	I
a	I
turn	I
to	I
the	I
worst	I
.	I
__END_PARAGRAPH__	O
As	O
can	O
be	O
seen	O
from	O
this	O
,	O
is	O
that	O
a	B
hurried	I
decision	I
is	I
almost	I
never	I
a	I
good	I
one	I
.	I
That	O
's	O
why	O
one	O
should	O
always	O
study	O
his	O
decision	O
carefully	O
and	O
slowly	O
,	O
to	O
ensure	O
that	O
the	O
decision	O
that	O
the	O
person	O
is	O
making	O
is	O
the	O
best	O
for	O
him	O
.	O
__END_PARAGRAPH__	O
__END_ESSAY__	O
Human	O
activities	O
are	O
harming	O
the	O
Earth	O
__END_PARAGRAPH__	O
"	O
Save	O
the	O
planet	O
Earth	O
"	O
is	O
a	O
common	O
line	O
which	O
can	O
be	O
read	O
and	O
heard	O
all	O
over	O
the	O
world	O
.	O
There	O
has	O
been	O
a	O
lot	O
of	O
initiatives	O
to	O
protect	O
the	O
planet	O
Earth	O
from	O
unbridled	O
human	O
developments	O
.	O
Although	O
some	O
people	O
argue	O
these	O
developments	O
are	O
making	O
our	O
life	O
comfortable	O
,	O
but	O
concerns	B
to	I
save	I
Earth	I
are	I
vital	I
due	O
to	O
various	O
reasons	O
.	O
__END_PARAGRAPH__	O
Firstly	O
,	O
rapid	B
development	I
of	I
infrastructure	I
is	I
eating	I
most	I
of	I
the	I
forest	I
throughout	I
world	I
.	I
The	B
so-called	I
Concrete	I
jungles	I
have	I
evolved	I
endangering	I
forests	I
and	I
wild	I
life	I
.	I
As	O
we	O
all	O
know	O
life	B
saving	I
oxygen	I
is	I
produced	I
by	I
trees	I
after	I
converting	I
harmful	I
carbon	I
dioxide	I
gas	I
.	I
Moreover	O
,	O
wild	B
life	I
is	I
very	I
essential	I
to	I
maintain	I
ecological	I
balance	I
on	I
planet	I
Earth	I
.	I
__END_PARAGRAPH__	O
Secondly	O
,	O
large	B
emissions	I
of	I
carbon	I
monoxide	I
gas	I
from	I
refrigerants	I
like	I
air	I
conditioners	I
have	I
depleted	I
ozone	I
layer	I
.	I
Importance	B
of	I
ozone	I
layer	I
is	I
evident	I
by	I
the	I
fact	I
as	I
it	I
protects	I
us	I
from	I
harmful	I
ultra	I
violet	I
rays	I
.	I
To	O
add	O
to	O
it	O
,	O
excess	B
emission	I
of	I
carbon	I
dioxide	I
gas	I
mainly	I
by	I
vehicles	I
around	I
the	I
world	I
has	I
increased	I
the	I
average	I
temperature	I
at	I
north	I
pole	I
which	I
in	I
turn	I
has	I
increased	I
water	I
level	I
due	I
to	I
gradual	I
melting	I
of	I
glaciers	I
.	I
__END_PARAGRAPH__	O
Lastly	O
,	O
either	B
industrial	I
waste	I
or	I
domestic	I
waste	I
produced	I
everyday	I
is	I
badly	I
polluting	I
